borough,Tax block,Tax lot,community board,census tract 2010,cb2010,schooldist,council district,postcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,BBL,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,sanitdistrict,healthcenterdistrict,firm07_flag,pfirm15_flag,rpaddate,dcasdate,zoningdate,landmkdate,basempdate,masdate,polidate,edesigdate,geom,dcpedited,notes,bct2020,bctcb2020
BK,7789,61,318,734,2000,22,45,11210,L159,63,8810,3,6D,EAST 42 STREET,R4,,,,,,,,,,false,V0,11,0,,WALDRON  GUSTAVE A,81,0,,,,,,,,,7,0,,0,0,18,9,0,0,,0,true,5,5,300,300,0,0,0,0,,,0,1,0,2,3,3077890061,,734,1002153,167432,40.6262205,-73.9355051,23b,,315 025,32308,,,,1,25v2.1,18,35,,,,,,,,,,,,,,3073400,30734002000
BK,7767,68,318,734,1000,22,45,11210,L159,63,8810,3,6D,EAST 42 STREET,R4,,,,,,,,,,false,V0,11,0,,"ISLAM, MONIRUL",2000,0,,,,,,,,,7,1,,0,0,20,100,0,0,,0,false,5,5,7020,7020,0,0,0,0,,,0,1,0,2,3,3077670068,,734,1002032,168309,40.628628,-73.9359386,23a,,315 024,32307,,,,1,25v2.1,18,35,,,,,,,,,,,,,,3073400,30734001000
BK,7661,13,314,756,2001,22,44,11210,L159,70,8810,3,3C,3491 BEDFORD AVENUE,R2,,,,,,,,,,false,V0,11,0,,ISAAC E ASHKENAZI 2007 FAMILY TRUST,4000,0,,,,,,,,,7,1,,0,0,40,100,0,0,,0,false,5,5,26160,26160,0,0,0,0,,,0,0.75,0,1,3,3076610013,,756,998244,164182,40.617307,-73.9495938,23b,,313 020,32304,,,,1,25v2.1,14,35,,,,,,,,,,,,,,3075600,30756002001
BK,7676,18,314,758,1003,22,48,11210,E276,70,7310,3,3C,EAST 23 STREET,R3-2,R2,,,,,,,,,true,V0,11,0,,SCF CAPITAL GROUP HOLDINGS LLC,2407,0,,,,,,,,,7,0,,0,0,16.58,100.08,0,0,,0,true,5,5,13200,13200,0,0,0,0,,,0,0.75,0,1,3,3076760018,,758,997585,163715,40.6160262,-73.9519685,23b,,313 021,32304,,,,1,25v2.1,14,35,,,,,,,,,,,,,,3075800,30758001003
BK,7559,47,314,786,3002,22,45,11210,L157,70,7410,3,5D,706 EAST 32 STREET,R6A,,,,,,,,,,false,V0,11,0,,716 E32 HOLDINGS LLC,8300,0,,,,,,,,,7,1,,0,0,147,1000,0,0,,0,true,3,5,45420,45420,0,0,0,0,,,0,3,0,3,3,3075590047,,786,999222,170175,40.6337549,-73.9460578,23a,,315 003,32301,,3075590047,11/26/2024,1,25v2.1,17,35,,,,,,,,,,,,,,3078601,30786012000
BK,5005,41,317,786,2000,22,45,11210,L157,67,7410,3,5D,2019 NOSTRAND AVENUE,R6,,,,C1-3,,,,,,false,V1,11,0,,CALLENDAR & WILLETTE,4000,0,,,,,,,,,7,0,,0,0,40,100,0,0,,0,false,3,5,162450,162450,0,0,2022,0,,,0,2.43,0,4.8,3,3050050041,,786,998772,171038,40.6361244,-73.9476772,23a,,315 002,31511,E-814,,,1,25v2.1,17,35,,,,,,,,,,,,,,3078602,30786022002
BK,1716,59,303,1237,3002,14,33,11205,E230,79,1410,3,1A,537 PARK AVENUE,M1-2,,,,,,,,,,false,V1,11,0,,WALLWORTH PARK LLC,2444,0,,,,,,,,,7,1,,0,0,25,97.75,0,0,,0,false,3,5,111150,111150,0,0,0,0,,,0,0,2,4.8,3,3017160059,,1237,996749,193289,40.6972016,-73.9549248,13b,,303 056,30608,,,,1,25v2.1,3,36,,,,,,,,,,,,,,3123700,31237003002
QN,14225,142,410,884,6006,27,32,11414,L173,106,3611,4,4E,CHURCH STREET,R3A,,,,,,CR-2,,,,false,V0,11,0,,"HOYLER, KEVIN",2080,0,,,,,,,,,7,0,,0,0,40,52,0,0,,0,true,2,5,5400,5400,0,0,0,0,,,0,0.75,0,1,4,4142250142,,884,1030798,178692,40.6570226,-73.8322349,18b,,418 057,45805,,,,1,25v2.1,10,45,1,1,,,,,,,,,,,,4088400,40884006007
BK,5231,60,314,788,2000,22,45,11210,L157,70,7410,3,4A,2004 NOSTRAND AVENUE,R7A,,,,C2-4,,,,,,false,V1,11,0,,FEDERAL NATIONAL MORTGAGE ASSOCIATION,2000,0,,,,,,,,,7,1,,0,0,20,100,0,0,,0,false,5,5,208350,208350,0,0,0,0,,,0,4,0,4,3,3052310060,,788,998578,171232,40.6366572,-73.9483758,23a,,315 001,31605,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3078801,30788011000
BK,6740,56,314,768,2007,21,44,11230,L156,70,7310,3,4C,1711 CONEY ISLAND AVENUE,R7A,,,,,,,,,,false,V0,11,0,X,PERSIAN CONGREGATION OF FLATBUSH,7983,0,,,,,,,,,7,0,,0,0,79.83,100,0,0,,0,false,5,5,114960,114960,114960,0,0,0,,,0,4,0,4,3,3067400056,,768,994493,163605,40.6157284,-73.9631057,22d,,313 043,32007,E-159,3067400056,05/03/2018,1,25v2.1,14,35,,,,,,,,,,,,,,3076800,30768002007
BK,6734,18,314,768,1006,21,44,11230,L156,70,7310,3,4C,1272 EAST 15 STREET,M1-1,,,,,,,,,,false,V5,11,0,X,1272 EAST 15TH LLC,3000,0,,,,,,,,,7,0,,0,0,52.67,100,0,0,,0,true,5,5,108900,108900,108900,0,0,0,,,0,0,1,2.4,3,3067340018,,768,995179,165002,40.6195621,-73.9606326,22d,,313 042,32007,,3067340020,07/20/1989,1,25v2.1,14,35,,,,,,,,,,,,,,3076800,30768001004
BK,6735,118,314,768,1009,21,44,11230,L156,70,7310,3,4C,AVENUE M,R7A,,,,C2-3,,,,,,false,V1,11,0,,"1605 PROPERTIES, LLC",54,0,,,,,,,,,7,0,,0,0,14,3.83,0,0,,0,false,5,5,900,900,0,0,0,0,,,0,4,0,4,3,3067350118,,768,995307,164469,40.6180989,-73.9601724,22d,,313 042,32007,,,,1,25v2.1,14,35,,,,,,,,,,,,,,3076800,30768001010
BK,2392,44,301,551,3000,14,34,11249,E221,90,400,3,2B,SOUTH 1 STREET,R6B,,,,,,,,,,false,V0,11,0,,NIKOS VOULGARELIS,2445,0,,,,,,,,,7,1,,0,0,25,97.67,0,0,,0,true,5,5,33240,33240,0,0,0,0,,,0,2,0,2,3,3023920044,,551,994614,199577,40.7144634,-73.9626146,12d,,304 011,30805,,,,1,25v2.1,1,30,,,,,,,,,,,,,,3055100,30551003000
BK,6740,50,314,768,2007,21,44,11230,L156,70,7310,3,4C,1111 AVENUE N,R7A,,,,,,,,,,false,V0,11,0,,"ASHKENAZI,",2300,0,,,,,,,,,7,0,,0,0,23,100,0,0,,0,false,5,5,37380,37380,0,0,0,0,,,0,4,0,4,3,3067400050,,768,994545,163521,40.6154978,-73.9629186,22d,,313 043,32007,,,,1,25v2.1,14,35,,,,,,,,,,,,,,3076800,30768002007
BK,6726,73,314,768,1002,21,44,11230,L156,70,7310,3,4D,1139 EAST 15 STREET,R5,,,,,,,,,,false,V0,11,0,,"GUZI, YECHIEL ERIC",1869,0,,,,,,,,,7,0,,0,0,24.92,75,0,0,,0,false,5,5,27360,27360,0,0,0,0,,,0,1.5,0,2,3,3067260073,,768,995201,165822,40.6218128,-73.960552,22d,,313 041,32006,,,,1,25v2.1,14,35,,,,,,,,,,,,,,3076800,30768001002
QN,15465,10,414,1072.01,1014,27,32,11693,E266,100,3612,4,2C,9 ROAD,C3A,,,,,,CR-1,,,,false,V1,11,0,,HAROLD MYERS,1200,0,,,,,,,,,7,1,,0,0,24,50,0,0,,0,false,2,5,450,450,0,0,0,0,,,0,0.75,0.5,1,4,4154650010,,107201,1035214,160171,40.6061621,-73.816459,24d,,421 066,45806,,4154651080,03/07/2001,1,25v2.1,14,45,1,1,,,,,,,,,,,,4107201,41072011002
BK,5168,57,317,792,2002,17,40,11226,E255,67,5400,3,4B,2406 CORTELYOU ROAD,R6,,,,,,,,,,false,V1,11,0,,CORTELYOU BEDFORD LLC,2054,0,,,,,,,,,7,0,,0,0,26.17,79.33,0,0,,0,true,5,5,139950,139950,0,0,2021,0,,,0,2.43,0,4.8,3,3051680057,,792,996909,173919,40.644035,-73.9543842,23a,,310 033,31603,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3079202,30792022002
BK,5132,80,314,792,3000,17,40,11226,E248,70,5400,3,1B,1041 FLATBUSH AVENUE,C4-2,,,,,,,,,,false,V1,11,0,,1045 FLATBUSH AVENUE LLC,12753,0,,,,,,,,,7,0,,0,0,110.5,117.5,0,0,,0,true,3,5,545400,545400,0,0,2019,2020,,,0,2.43,3.4,4.8,3,3051320080,,792,995986,174466,40.6455377,-73.9577092,22c,,310 008,31603,,,,1,25v2.1,14,35,,,,,,,,,,,,,,3079201,30792011000
BK,7569,11,314,772,2008,22,45,11210,L157,70,7220,3,3D,881 EAST 23 STREET,R4,,,,,,,,,,false,V0,11,0,,"SCHACHTER, TRUSTEE, JUDITH",4000,0,,,,,,,,,7,0,,0,0,40,100,0,0,,0,false,5,5,35040,35040,4080,0,2023,0,,,0,1,0,2,3,3075690011,,772,997086,168406,40.6289028,-73.9537569,23a,,313 015,32301,,,,1,25v2.1,14,35,,,,,,,,,,,,,,3077200,30772002009
BK,7665,47,314,746,2006,22,45,11210,L159,70,8810,3,3C,AVENUE M,R4,R2,,,C2-2,,,,,,true,V1,11,0,,"NOSTRAND THREE, LLC",900,0,,,,,,,,,7,0,,0,0,9,100,0,0,,0,false,8,5,11745,11745,0,0,0,0,,,0,1,0,2,3,3076650047,,746,999249,164910,40.6193036,-73.9459722,23b,,313 008,32304,,,,1,25v2.1,14,35,,,,,,,,,,,,,,3074600,30746002005
BK,5168,56,317,792,2002,17,40,11226,E255,67,5400,3,4B,2402 CORTELYOU ROAD,R6,,,,,,,,,,false,V1,11,0,,CORTELYOU BEDFORD LLC,1680,0,,,,,,,,,7,0,,0,0,21.33,80.08,0,0,,0,true,3,5,122400,122400,0,0,2024,0,,,0,2.43,0,4.8,3,3051680056,,792,996885,173918,40.6440323,-73.9544707,23a,,310 033,31603,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3079202,30792022002
BK,5168,58,317,792,2002,17,40,11226,E255,67,5400,3,4B,2408 CORTELYOU ROAD,R6,,,,,,,,,,false,V1,11,0,,CORTELYOU BEDFORD LLC,2054,0,,,,,,,,,7,0,,0,0,26.18,78.53,0,0,,0,true,5,5,157050,157050,0,0,2007,0,,,0,2.43,0,4.8,3,3051680058,,792,996935,173920,40.6440377,-73.9542905,23a,,310 033,31603,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3079202,30792022002
BK,5246,78,314,772,1000,22,45,11210,E281,70,7220,3,3E,EAST 26 STREET,R4A,,,,,,,,,,false,V0,11,0,,"WILSON, PAULETTE",4000,0,,,,,,,,,7,0,,0,0,40,100,0,0,,0,false,5,5,39000,39000,0,0,0,0,,,0,1,0,2,3,3052460078,,772,997463,170277,40.6340377,-73.952395,23a,,313 012,31605,,,,1,25v2.1,14,35,,,,,,,,,,,,,,3077200,30772001000
QN,13354,12,413,320,3007,29,31,11434,E311,116,3620,4,8E,146-93 GUY R BREWER BLVD,R5B,,,,C2-2,,,,,,false,V1,11,0,,RANBIR LLC,10825,0,,,,,,,,,7,1,,0,0,102,97.33,0,0,,0,true,3,5,380250,380250,0,0,0,0,,,0,1.5,0,2,4,4133540012,,320,1048705,180010,40.6605279,-73.7676834,19b,,417 003,45601,E-646,,,1,25v2.1,13,44,,,,,,,,,,,,,,4032000,40320003008
BK,3957,7,305,1168,1002,19,37,11208,E332,75,3820,3,1E,ESSEX STREET,R5B,,,,,,,,,,false,V0,11,0,,"RIVAS, MARIA",2500,0,,,,,,,,,7,0,,0,0,25,100,0,0,,0,false,5,5,16440,16440,0,0,0,0,,,0,1.5,0,2,3,3039570007,,1168,1016882,186868,40.6795261,-73.8823504,17c,,308 012,31302,,,,1,25v2.1,5,34,,,,,,,,,,,,,,3116800,31168001002
BK,5136,30,317,792,1001,17,40,11226,E248,67,5400,3,4B,190 VERONICA PLACE,R6,,,,,,,,,,false,V0,11,0,,SECRETARY OF HOUSING & URBAN DEVELOPMENT,4383,0,,,,,,,,,7,0,,0,0,25,175.33,0,0,,0,false,5,5,47340,47340,0,0,0,0,,,0,2.43,0,4.8,3,3051360030,,792,997294,174479,40.6455715,-73.9529958,23a,,310 033,31603,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3079202,30792021001
BK,5107,97,317,794,1005,17,40,11226,E248,67,5400,3,4B,866 ROGERS AVENUE,R6,,,,C2-3,,,,,,false,V1,11,0,,880 ROGERS LLC,4433,0,,,,,,,,,7,1,,0,0,36.33,168,0,0,,0,false,3,5,181350,181350,0,0,2021,0,,,0,2.43,0,4.8,3,3051070097,,794,997419,175879,40.6494141,-73.9525426,17b,,310 029,31602,,3051070097,11/16/2023,1,25v2.1,17,35,,,,,,,,,,,,,,3079400,30794001003
BK,7744,67,318,776,3006,22,45,11210,L157,63,7410,3,6D,ALBANY AVENUE,R4,,,,,,,,,,false,V0,11,0,,"GORDON, RITA A.",2000,0,,,,,,,,,7,0,,0,0,20,100,0,0,,0,false,5,5,7020,7020,0,0,0,0,,,0,1,0,2,3,3077440067,,776,1001683,169156,40.6309535,-73.9371938,23a,,315 023,32306,,,,1,25v2.1,18,35,,,,,,,,,,,,,,3077600,30776003001
BK,7744,51,318,776,3006,22,45,11210,L157,63,7410,3,6D,ALBANY AVENUE,R4,,,,,,,,,,false,V0,11,0,,BSD 1698 ALBANY PARTNERS LLC,3000,0,,,,,,,,,7,0,,0,0,30,100,0,0,,0,false,5,5,13080,13080,0,0,0,0,,,0,1,0,2,3,3077440051,,776,1001657,169471,40.6318182,-73.9372866,23a,,315 023,32306,,,,1,25v2.1,18,35,,,,,,,,,,,,,,3077600,30776003001
BK,7630,71,318,748,1000,22,45,11210,L159,63,8810,3,6E,EAST 31 STREET,R4,,,,,,,,,,false,V0,11,0,,"GREENWALD, SHIFRA",2100,0,,,,,,,,,7,0,,0,0,20,105,0,0,,0,false,5,5,7380,7380,0,0,0,0,,,0,1,0,2,3,3076300071,,748,999397,166245,40.6229676,-73.9454361,23b,,313 006,32303,,,,1,25v2.1,18,35,,,,,,,,,,,,,,3074800,30748002000
BK,5107,30,317,794,1008,17,40,11226,E248,67,5400,3,4B,2321 SNYDER AVENUE,C8-2,,,,,,,,,,false,V1,11,0,,2321 ASSOCIATES LLC,3375,0,,,,,,,,,7,1,,0,0,33.75,100,0,0,,0,false,3,5,262800,262800,0,0,0,0,,,0,0,2,4.8,3,3051070030,,794,996728,175654,40.6487975,-73.9550332,23a,,310 029,31602,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3079400,30794001006
BK,7647,80,314,748,1002,22,45,11210,L159,70,8810,3,6E,2652 NOSTRAND AVENUE,R4,,,,C2-2,,,,,,false,V1,11,0,,2652 NOSTRAND AVE LLC,2800,0,,,,,,,,,7,0,,0,0,26.67,105,0,0,,0,false,5,5,156150,156150,0,0,0,0,,,0,1,0,2,3,3076470080,,748,999264,165151,40.619965,-73.9459177,23b,,313 007,32303,,,,1,25v2.1,18,35,,,,,,,,,,,,,,3074800,30748001005
BK,5014,49,317,780,1001,22,45,11210,L157,67,7410,3,5D,3924 FARRAGUT ROAD,R4,,,,,,,,,,false,V0,11,0,,ELEANOR MCCOURT,2494,0,,,,,,,,,7,2,,0,0,32,84.5,0,0,,0,true,3,5,8460,8460,0,0,0,0,,,0,1,0,2,3,3050140049,,780,1001282,171227,40.6366387,-73.9386332,23a,,315 017,31511,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3078000,30780001001
BK,5033,53,309,800,3000,17,40,11225,E249,71,5400,3,3A,283 MIDWOOD STREET,R6,,,,,,,,,,false,V0,11,0,,MINSKY SHALOM D,2192,0,,,,,,,,,7,0,,0,0,21.92,100,0,0,,0,false,5,5,15660,15660,0,0,0,0,,,0,2.43,0,4.8,3,3050330053,,800,997749,179840,40.6602856,-73.9513455,17b,,310 015,31601,,3050330052,05/20/2008,1,25v2.1,9,35,,,,,,,,,,,,,,3080000,30800003000
BK,4227,44,305,1194,1001,19,42,11208,L107,75,6200,3,3D,885 BELMONT AVENUE,R5,,,,,,,,,,false,V0,11,0,,885 BELMONT AVE INC.,1800,0,,,,,,,,,7,1,,0,0,20,90,0,0,,0,false,5,5,10440,10440,0,0,0,0,,,0,1.5,0,2,3,3042270044,,1194,1018548,184731,40.6736542,-73.8763547,17c,,308 037,31307,,,,1,25v2.1,5,33,,,,,,,,,,,,,,3119400,31194001001
BK,4999,20,317,782,2000,22,45,11210,L157,67,7410,3,4A,713 EAST 35 STREET,R6,,,,,,,,,,false,V1,11,0,,DIVINE713 LLC,6000,0,,,,,,,,,7,0,,0,0,60,100,0,0,,0,false,5,5,194400,194400,0,0,2022,2022,,,0,2.43,0,4.8,3,3049990020,,782,1000060,171554,40.6375385,-73.9430354,23a,,315 016,31511,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3078200,30782002000
BK,4999,47,317,782,2000,22,45,11210,L157,67,7410,3,4A,1482 BROOKLYN AVE,R6,,,,,,,,,,false,V1,11,0,,HSB 1482 LLC,2000,0,,,,,,,,,7,1,,0,0,0,0,0,0,,0,false,5,5,78750,78750,0,0,2022,2023,,,0,2.43,0,4.8,3,3049990047,,782,1000175,171382,40.6370662,-73.9426214,23a,,315 016,31511,,3049990047,02/01/2024,1,25v2.1,17,35,,,,,,,,,,,,,,3078200,30782002000
BK,4999,48,317,782,2000,22,45,11210,L157,67,7410,3,4A,1484 BROOKLYN AVE,R6,,,,,,,,,,false,V1,11,0,,HSB 1482 LLC,2000,0,,,,,,,,,7,0,,0,0,0,0,0,0,,0,false,5,5,78750,78750,0,0,0,0,,,0,2.43,0,4.8,3,3049990048,,782,1000176,171363,40.6370141,-73.9426179,23a,,3,3,,3049990047,02/01/2024,1,25v2.1,17,35,,,,,,,,,,,,,,3078200,30782002000
BK,7593,105,314,750,1000,22,45,11210,L159,70,8810,3,3D,AVENUE J,R6,,,,C2-2,,,,,,false,V1,11,0,,CONGREGATION BAIS TORAH,500,0,,,,,,,,,7,0,,0,0,5,100,0,0,,0,false,8,5,2556,2556,0,0,0,0,,,0,2.43,0,4.8,3,3075930105,,750,998844,167700,40.6269622,-73.947425,23a,,313 004,32301,,,,1,25v2.1,14,35,,,,,,,,,,,,,,3075000,30750001000
BK,4985,74,317,782,1002,22,45,11210,L157,67,7410,3,5D,697 EAST 38 STREET,R4,,,,,,,,,,false,V0,11,0,,"HAM, RICHARD",1233,0,,,,,,,,,7,0,,0,0,79.25,34.33,0,0,,0,true,5,5,4080,4080,0,0,0,0,,,0,1,0,2,3,3049850074,,782,1000866,171829,40.6382919,-73.9401306,23a,,315 016,31511,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3078200,30782001002
BK,4985,71,317,782,1002,22,45,11210,L157,67,7410,3,5D,EAST 38 STREET,R4,,,,,,,,,,false,V0,11,0,,BRYAN STEWART,560,0,,,,,,,,,7,0,,0,0,23.17,48.33,0,0,,0,true,5,5,1860,1860,0,0,0,0,,,0,1,0,2,3,3049850071,,782,1000809,171779,40.6381548,-73.9403361,23a,,315 016,31511,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3078200,30782001002
MN,1944,30,110,201.02,1000,3,9,10026,L040,28,8520,1,1A,2173 FREDRICK DOUGLASS BL,R8A,,,,C1-4,,,,,,false,V1,11,0,,2173 EQUITIES LLC,2567,0,,,,,,,,,7,1,,0,0,25.67,100,0,0,,0,false,5,5,337050,337050,0,0,0,0,,,0,6.02,0,6.5,1,1019440030,,20102,996688,232706,40.8053913,-73.9550719,6a,,107N070,10706,,,,1,25v2.1,10,11,,,,,,,,,,,,,,1020102,10201021000
BK,5047,38,309,802,2000,17,40,11225,E249,71,5400,3,3A,HAWTHORNE STREET,R6,,,,C2-3,,,,,,false,V1,11,0,,UNAVAILABLE OWNER,57,0,,,,,,,,,7,0,,0,0,0.54,106,0,0,,0,false,8,5,1328,1328,0,0,0,0,,,0,2.43,0,4.8,3,3050470038,,802,997910,178857,40.6575873,-73.9507672,17b,,310 019,31601,,,,1,25v2.1,9,35,,,,,,,,,,,,,,3080200,30802002000
BK,4878,1,317,814,1004,18,40,11203,L113,67,5510,3,2A,845 ALBANY AVENUE,R5,,,,,,,,,,false,V0,11,0,,C2618 DEVELOPMENT LLC,6000,0,,,,,,,,,7,0,,0,0,60,100,0,0,,0,false,3,5,42480,42480,0,0,0,0,,,0,1.5,0,2,3,3048780001,,814,1001180,177195,40.6530198,-73.9389858,17b,,310 056,31508,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3081400,30814001004
BK,4875,18,317,814,2005,18,40,11203,L113,67,5510,3,2A,200 EAST 39TH STREET,R5,,,,,,,,,,false,V0,11,0,,209 39 STREET LLC,4000,0,,,,,,,,,7,1,,0,0,40,100,0,0,,0,false,5,5,33720,33720,0,0,0,0,,,0,1.5,0,2,3,3048750018,,814,1000521,176946,40.6523376,-73.9413613,17b,,310 027,31508,,3048750018,09/29/2021,1,25v2.1,17,35,,,,,,,,,,,,,,3081400,30814002005
BK,5043,5,309,802,3000,17,40,11225,E249,71,5400,3,3A,1935 BEDFORD AVENUE,R6,,,,,,,,,,false,V0,11,0,,BEDFORD 1935 DAF LLC,9947,0,,,,,,,,,7,0,,0,0,68.08,188.43,0,0,,0,true,5,5,91020,91020,0,0,0,2018,,,0,2.43,0,4.8,3,3050430005,,802,996409,178975,40.6579133,-73.9561768,17b,,310 013,31601,,3050430005,02/20/2018,1,25v2.1,9,35,,,,,,,,,,,,,,3080200,30802003000
BK,5044,80,309,802,1002,17,40,11225,E249,71,5400,3,3A,HAWTHORNE STREET,R6,,,,C2-3,,,,,,false,V1,11,0,,"234 HAWTHORNE ST. PROPERTY, LLC",118,0,,,,,,,,,7,0,,0,0,0.71,166.75,0,0,,0,false,8,5,1535,1535,0,0,0,0,,,0,2.43,0,4.8,3,3050440080,,802,997365,178996,40.6579696,-73.9527312,17b,,310 015,31601,,,,1,25v2.1,9,35,,,,,,,,,,,,,,3080200,30802001002
BK,4858,13,317,816,1005,18,40,11203,L113,67,5510,3,2A,136 EAST 38 STREET,R5,,,,,,,,,,false,V0,11,0,,EAST BROOKLYN NY LLC,4000,0,,,,,,,,,7,2,,0,0,40,100,0,0,,0,false,5,5,26940,26940,0,0,0,0,,,0,1.5,0,2,3,3048580013,,816,1000208,177579,40.6540756,-73.9424879,17b,,310 027,31507,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3081600,30816001005
BK,4858,1,317,816,1005,18,40,11203,L113,67,5510,3,2A,LENOX ROAD,R5,,,,,,,,,,false,V0,11,0,,"TELESFORD, ANDRA C",4000,0,,,,,,,,,7,0,,0,0,40,100,0,0,,0,false,5,5,26940,26940,0,0,0,0,,,0,1.5,0,2,3,3048580001,,816,1000069,177675,40.6543393,-73.9429886,17b,,310 027,31507,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3081600,30816001005
BK,4837,63,317,818,1000,17,40,11203,L113,67,5400,3,2A,774 NEW YORK AVENUE,R7-1,,,,,,,,,,false,V0,11,0,X,THE HEALTH SCIENCE CENTER AT BROOKLYN FO UNDATION,2475,0,,,,,,,,,7,1,,0,0,25,99,0,0,,0,true,5,5,14400,14400,14400,0,0,0,,,0,3.44,0,4.8,3,3048370063,,818,998839,177884,40.6549151,-73.947421,17b,,310 020,31507,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3081800,30818001000
BK,4809,50,309,804,2001,17,40,11225,E249,71,4800,3,3B,624 NEW YORK AVENUE,R6,,,,,,,,,,false,V1,11,0,,447 FENIMORE 2022 LLC,4500,0,,,,,,,,,7,0,,0,0,45,100,0,0,,0,false,5,5,139950,139950,0,0,0,0,,,0,2.43,0,4.8,3,3048090050,,804,998743,179400,40.6590764,-73.9477638,17b,,310 016,31506,,,,1,25v2.1,9,32,,,,,,,,,,,,,,3080400,30804002001
BK,4870,47,317,818,2001,17,40,11203,L113,67,5400,3,2A,897 NEW YORK AVENUE,R6,,,,,,,,,,false,V0,11,0,,897 NEW YORK AVE LLC,2700,0,,,,,,,,,7,0,,0,0,27,100,0,0,,0,false,5,5,22020,22020,0,0,2024,0,,,0,2.43,0,4.8,3,3048700047,,818,999116,176692,40.6516429,-73.9464253,17b,,310 026,31508,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3081800,30818002001
BK,4798,22,309,806,2002,17,40,11225,E249,71,4800,3,2B,MAPLE STREET,R6,,,,,,,,,,false,V0,11,0,,BURRUS ELEANOR,2000,0,,,,,,,,,7,0,,0,0,20,100,0,0,,0,false,5,5,8820,8820,0,0,0,0,,,0,2.43,0,4.8,3,3047980022,,806,999734,180104,40.661007,-73.9441903,17b,,310 018,31506,,,,1,25v2.1,9,32,,,,,,,,,,,,,,3080600,30806002002
BK,1332,18,309,806,1001,17,40,11225,E249,71,4800,3,2B,500 LEFFERTS AVENUE,R6,,,,,,,,,,false,V1,11,0,,500 LEFFERTS LLC,2200,0,,,,,,,,,7,0,,0,0,20,110,0,0,,0,false,5,5,84600,84600,0,0,0,0,,,0,2.43,0,4.8,3,3013320018,,806,999610,180635,40.6624647,-73.9446361,17b,,307 069,30504,,,,1,25v2.1,9,32,,,,,,,,,,,,,,3080600,30806001001
BK,1332,19,309,806,1001,17,40,11225,E249,71,4800,3,2B,502 LEFFERTS AVENUE,R6,,,,,,,,,,false,V1,11,0,,502 LEFFERTS LLC,2200,0,,,,,,,,,7,0,,0,0,20,110,0,0,,0,false,5,5,97650,97650,0,0,0,0,,,0,2.43,0,4.8,3,3013320019,,806,999630,180637,40.6624702,-73.944564,17b,,307 069,30504,,,,1,25v2.1,9,32,,,,,,,,,,,,,,3080600,30806001001
BK,5105,64,317,824,4002,17,40,11226,E248,67,5520,3,4B,6 LLOYD STREET,R6,,,,,,,,,,false,V0,11,0,,STEPHEN CREMONA,1853,0,,,,,,,,,7,1,,0,0,37,50.08,0,0,,0,false,5,5,17820,17820,0,0,0,0,,,0,2.43,0,4.8,3,3051050064,,824,997708,176114,40.6500586,-73.9515007,17b,,310 030,31602,,,,1,25v2.1,17,35,,,,,,,,,,,,,,3082400,30824004002
BK,5131,106,317,824,3002,17,40,11226,E248,67,5520,3,4B,NOSTRAND AVE,R6,,,,,,,,,,false,V1,11,0,,HELLO NOSTRAND LLC,27122,0,,,,,,,,,7,0,,0,0,0,0,0,0,,0,false,0,5,2547900,2547900,0,0,2020,0,,,0,2.43,0,4.8,3,3051310106,,824,998249,175247,40.6476781,-73.9495529,23a,,3,3,,3051310001,02/07/2022,1,25v2.1,17,35,,,,,,,,,,,,,,3082400,30824003002
